Clamator coromandus	Chestnut-winged Cuckoo
Aerodramus sp.	dark swiftlet sp.
Alcippe nipalensis	Nepal Fulvetta
Passeriformes sp.	passerine sp.
Prunella himalayana	Himalayan Accentor
Pluvialis fulva	Pacific Golden-Plover
Collocalia/Aerodramus sp.	swiftlet sp.
Onychoprion fuscatus	Sooty Tern
Calandrella brachydactyla	Greater Short-toed Lark
Ketupa zeylonensis	Brown Fish-Owl
Accipitriformes/Falconiformes sp.	diurnal raptor sp.
Megapomatorhinus hypoleucos	Large Scimitar-Babbler
Butastur teesa	White-eyed Buzzard
Hirundapus caudacutus	White-throated Needletail
Prunella immaculata	Maroon-backed Accentor
Muscicapa sibirica	Dark-sided Flycatcher
Fregata sp.	frigatebird sp.
Leptocoma minima	Crimson-backed Sunbird
Rhipidura albogularis/aureola	Spot-breasted/White-browed Fantail
Gyps bengalensis	White-rumped Vulture
Acrocephalus bistrigiceps	Black-browed Reed-Warbler
Megalaimidae sp.	asian barbet sp.
Rissa tridactyla	Black-legged Kittiwake
Dendrocygna javanica	Lesser Whistling-Duck
Chrysococcyx xanthorhynchus	Violet Cuckoo
Aves sp.	bird sp.
Apus acuticauda	Dark-rumped Swift
Dendronanthus indicus	Forest Wagtail
Dryocopus hodgei	Andaman Woodpecker
Dicaeum concolor	Nilgiri Flowerpecker
Calandrella acutirostris	Hume's Lark
Gyps himalayensis	Himalayan Griffon
Lonchura atricapilla	Chestnut Munia
Glaucidium brodiei	Collared Owlet
Sula sula	Red-footed Booby
Gallicrex cinerea	Watercock
Clanga clanga	Greater Spotted Eagle
Stercorarius longicaudus	Long-tailed Jaeger
Haliaeetus albicilla	White-tailed Eagle
Anthus similis	Long-billed Pipit
Calandrella brachydactyla/acutirostris	Greater Short-toed/Hume's Lark
Oriolus tenuirostris	Slender-billed Oriole
Emberiza melanocephala	Black-headed Bunting
Aegithina nigrolutea	White-tailed Iora
Arachnothera longirostra	Little Spiderhunter
Anthus godlewskii	Blyth's Pipit
Dinopium benghalense	Black-rumped Flameback
Horornis brunnescens	Hume's Bush-Warbler
Turdoides sp.	Turdoides sp.
Gallinago nemoricola	Wood Snipe
Buteo hemilasius	Upland Buzzard
Ploceus benghalensis	Bengal Weaver
Houbaropsis bengalensis	Bengal Florican
Prinia cinereocapilla	Gray-crowned Prinia
Passer sp.	Passer sp.
Anthropoides virgo	Demoiselle Crane
Motacilla flava/tschutschensis	Western/Eastern Yellow Wagtail
Anser anser (Domestic type)	Graylag Goose (Domestic type)
Zoothera mollissima	Alpine Thrush
Anser cygnoides	Swan Goose
Trochalopteron squamatum	Blue-winged Laughingthrush
Carpodacus rodochroa	Pink-browed Rosefinch
Sturnia blythii	Malabar Starling
Muscicapa striata	Spotted Flycatcher
Apus pacificus	Pacific Swift
Hirundapus cochinchinensis	Silver-backed Needletail
Pica pica	Eurasian Magpie
Coturnix coromandelica	Rain Quail
Sylviparus modestus	Yellow-browed Tit
Aquila sp.	Aquila sp.
Turnix sp.	buttonquail sp.
Limnodromus scolopaceus	Long-billed Dowitcher
Actinodura strigula	Chestnut-tailed Minla
Pericrocotus speciosus	Scarlet Minivet
Serinus pusillus	Fire-fronted Serin
Pericrocotus divaricatus	Ashy Minivet
Riparia chinensis	Gray-throated Martin
Charadrius hiaticula	Common Ringed Plover
Bambusicola fytchii	Mountain Bamboo-Partridge
Phoenicurus leucocephalus	White-capped Redstart
Caprimulgidae sp.	nightjar sp.
Aethopyga ignicauda	Fire-tailed Sunbird
Prinia cinerascens	Swamp Prinia
Hirundo rustica	Barn Swallow
Calidris canutus	Red Knot
Glareola pratincola/maldivarum	Collared/Oriental Pratincole
Arachnothera magna	Streaked Spiderhunter
Picus xanthopygaeus	Streak-throated Woodpecker
Prinia hodgsonii	Gray-breasted Prinia
Pyrrhoplectes epauletta	Gold-naped Finch
Brachypteryx stellata	Gould's Shortwing
Nyctyornis athertoni	Blue-bearded Bee-eater
Turdus simillimus	Indian Blackbird
Ficedula westermanni	Little Pied Flycatcher
Sphenocichla roberti	Chevron-breasted Babbler
Larus sp.	Larus sp.
Jynx torquilla	Eurasian Wryneck
Gallinula chloropus	Eurasian Moorhen
Neophron percnopterus	Egyptian Vulture
Hemiprocne coronata	Crested Treeswift
Tyto alba	Barn Owl
Stercorarius maccormicki	South Polar Skua
Clanga pomarina/clanga	Lesser/Greater Spotted Eagle
Cisticola exilis	Golden-headed Cisticola
Machlolophus nuchalis	White-naped Tit
Nettapus coromandelianus	Cotton Pygmy-Goose
Anas formosa	Baikal Teal
Phoenicurus auroreus	Daurian Redstart
Lanius collurioides	Burmese Shrike
Geokichla sibirica	Siberian Thrush
Amaurornis cinerea	White-browed Crake
Sternula albifrons	Little Tern
Buteo refectus	Himalayan Buzzard
Aquila nipalensis	Steppe Eagle
Mirafra sp.	Mirafra sp.
Pyrrhocorax pyrrhocorax	Red-billed Chough
Bubo coromandus	Dusky Eagle-Owl
Ixobrychus minutus	Little Bittern
Ianthocincla nuchalis	Chestnut-backed Laughingthrush
Montifringilla ruficollis	Rufous-necked Snowfinch
Galerida deva	Tawny Lark
Apus nipalensis	House Swift
Pittidae sp.	Pitta sp. (genus Erythropitta/Hydrornis/Pitta)
Pycnonotus priocephalus	Gray-headed Bulbul
Apus leuconyx	Blyth's Swift
Chlidonias leucopterus	White-winged Tern
Anous tenuirostris	Lesser Noddy
Cyornis banyumas	Hill Blue-Flycatcher
Leiothrix lutea	Red-billed Leiothrix
Anser/Chen/Branta sp.	goose sp.
Ninox affinis	Andaman Boobook
Turdus feae	Gray-sided Thrush
Cercotrichas galactotes	Rufous-tailed Scrub-Robin
Calidris ruficollis	Red-necked Stint
Cyornis magnirostris	Large Blue-Flycatcher
Accipiter badius	Shikra
Megapomatorhinus mcclellandi	Spot-breasted Scimitar-Babbler
Motacilla tschutschensis	Eastern Yellow Wagtail
Iduna caligata/rama	Booted/Sykes's Warbler
Cyornis unicolor	Pale Blue-Flycatcher
Trochalopteron chrysopterum	Assam Laughingthrush
Batrachostomus moniliger	Sri Lanka Frogmouth
Mergus merganser	Common Merganser
Anatinae sp.	duck sp.
Ducula aenea	Green Imperial-Pigeon
Petrochelidon fluvicola	Streak-throated Swallow
Cursorius cursor	Cream-colored Courser
Dendrocopos analis	Freckle-breasted Woodpecker
Sterninae sp.	tern sp.
Bradypterus sp.	Bradypterus sp.
Ficedula albicilla	Taiga Flycatcher
Mulleripicus pulverulentus	Great Slaty Woodpecker
Psittacula longicauda	Long-tailed Parakeet
Spelaeornis troglodytoides	Bar-winged Wren-Babbler
Cinnyris asiaticus	Purple Sunbird
Lalage melanoptera	Black-headed Cuckooshrike
Sturnia malabarica	Chestnut-tailed Starling
Liocichla bugunorum	Bugun Liocichla
Athene brama	Spotted Owlet
Sylvia althaea	Hume's Whitethroat
Sitta cinnamoventris	Chestnut-bellied Nuthatch
Pterocles sp.	sandgrouse sp.
Falco sp.	falcon sp.
Iduna sp.	Iduna sp.
Phaethon lepturus	White-tailed Tropicbird
Pitta brachyura	Indian Pitta
Brachypteryx montana	White-browed Shortwing
Sylvia sp.	Sylvia sp.
Turdus viscivorus	Mistle Thrush
Grandala coelicolor	Grandala
Ficedula sp.	Ficedula sp.
Ducula bicolor	Pied Imperial-Pigeon
Otus sp.	scops-owl sp.
Conostoma aemodium	Great Parrotbill
Harpactes erythrocephalus	Red-headed Trogon
Stercorarius sp.	jaeger/skua sp.
Streptopelia decaocto	Eurasian Collared-Dove
Hierococcyx sp.	hawk-cuckoo sp.
Polyplectron bicalcaratum	Gray Peacock-Pheasant
Lophophanes dichrous	Gray-crested Tit
Dicaeum melanoxanthum	Yellow-bellied Flowerpecker
Prinia socialis	Ashy Prinia
Calidris ferruginea	Curlew Sandpiper
Zoothera monticola	Long-billed Thrush
Tephrodornis virgatus/pondicerianus	Large/Common Woodshrike
Spizixos canifrons	Crested Finchbill
Dendrocopos cathpharius	Crimson-breasted Woodpecker
Tringa stagnatilis	Marsh Sandpiper
Buteo sp.	Buteo sp.
Tyto longimembris	Australasian Grass-Owl
Melophus lathami	Crested Bunting
Leucosticte nemoricola	Plain Mountain-Finch
Dicrurus macrocercus/leucophaeus	Black/Ashy Drongo
Vanellus gregarius	Sociable Lapwing
Napothera malacoptila	Long-billed Wren-Babbler
Circus melanoleucos	Pied Harrier
Sturnia pagodarum	Brahminy Starling
Aquila heliaca	Imperial Eagle
Acrocephalus stentoreus	Clamorous Reed-Warbler
Ficedula subrubra	Kashmir Flycatcher
Elanus caeruleus	Black-shouldered Kite
Psittacula derbiana	Derbyan Parakeet
Sterna aurantia	River Tern
Clamator glandarius	Great Spotted Cuckoo
Sternula saundersi	Saunders's Tern
Hydrornis cyaneus	Blue Pitta
Cacomantis passerinus	Gray-bellied Cuckoo
Haliastur indus	Brahminy Kite
Francolinus pondicerianus	Gray Francolin
Prunella fulvescens	Brown Accentor
Circus macrourus/pygargus	Pallid/Montagu's Harrier
Fringillidae sp.	finch sp.
Tragopan satyra	Satyr Tragopan
Chroicocephalus brunnicephalus	Brown-headed Gull
Petronia xanthocollis	Chestnut-shouldered Petronia
Fregata minor	Great Frigatebird
Clanga hastata/clanga	Indian/Greater Spotted Eagle
Prunella collaris	Alpine Accentor
Apus melba	Alpine Swift
Cuculidae sp.	cuckoo sp. (Cuculidae sp.)
Enicurus leschenaulti	White-crowned Forktail
Pellorneum palustre	Marsh Babbler
Galerida malabarica	Malabar Lark
Calidris pugnax	Ruff
Yuhina occipitalis	Rufous-vented Yuhina
Buceros bicornis	Great Hornbill
Limnodromus semipalmatus	Asian Dowitcher
Accipiter trivirgatus	Crested Goshawk
Chrysocolaptes guttacristatus	Greater Flameback
Accipitridae sp. (hawk sp.)	hawk sp.
Falco peregrinus	Peregrine Falcon
Locustella lanceolata	Lanceolated Warbler
Hierococcyx varius	Common Hawk-Cuckoo
Phoenicopteridae sp.	flamingo sp.
Aegithalos concinnus	Black-throated Tit
Emberiza fucata	Chestnut-eared Bunting
Geokichla wardii	Pied Thrush
Phylloscopus xanthoschistos	Gray-hooded Warbler
Seicercus burkii	Golden-spectacled Warbler
Dendrocopos mahrattensis	Yellow-crowned Woodpecker
Tragopan temminckii	Temminck's Tragopan
Acrocephalus melanopogon	Moustached Warbler
Sturnia malabarica/blythii	Chestnut-tailed/Malabar Starling
Cuculus micropterus	Indian Cuckoo
Dicaeum ignipectus	Fire-breasted Flowerpecker
Dendrocitta/Crypsirina/Temnurus sp.	treepie sp.
Haematopus ostralegus	Eurasian Oystercatcher
Oriolus chinensis	Black-naped Oriole
Buteo rufinus	Long-legged Buzzard
Pernis ptilorhynchus	Oriental Honey-buzzard
Ficedula albicilla/parva	Taiga/Red-breasted Flycatcher
Bubo bubo	Eurasian Eagle-Owl
Ardea sp.	Ardea sp.
Gecinulus grantia	Pale-headed Woodpecker
Anas platyrhynchos (Domestic type)	Mallard (Domestic type)
Pellorneum albiventre	Spot-throated Babbler
Pteruthius flaviscapis	Pied Shrike-Babbler
Glaucidium cuculoides	Asian Barred Owlet
Actitis hypoleucos	Common Sandpiper
Pericrocotus solaris	Gray-chinned Minivet
Aerodramus unicolor	Indian Swiftlet
Locustella kashmirensis	West Himalayan Bush-Warbler
Ianthocincla gularis	Rufous-vented Laughingthrush
Prinia sp.	prinia sp.
Suthora nipalensis	Black-throated Parrotbill
Jacanidae sp.	jacana sp.
Cecropis daurica	Red-rumped Swallow
Galloperdix lunulata	Painted Spurfowl
Oenanthe deserti	Desert Wheatear
Certhia nipalensis	Rusty-flanked Treecreeper
Hierococcyx sparverioides	Large Hawk-Cuckoo
Lonchura punctulata	Scaly-breasted Munia
Hypothymis azurea	Black-naped Monarch
Merops philippinus	Blue-tailed Bee-eater
Parus cinereus	Cinereous Tit
Carpodacus thura	Himalayan White-browed Rosefinch
Ibidorhyncha struthersii	Ibisbill
Pachycephala cinerea	Mangrove Whistler
Accipiter sp.	Accipiter sp.
Estrildidae sp.	estrildid finch sp.
Urosphena pallidipes	Pale-footed Bush-Warbler
Gyps himalayensis/fulvus	Himalayan/Eurasian Griffon
Ardea purpurea	Purple Heron
Tephrodornis virgatus	Large Woodshrike
Ploceus megarhynchus	Yellow Weaver
Perdicula erythrorhyncha	Painted Bush-Quail
Motacilla alba/maderaspatensis	White/White-browed Wagtail
Hirundo smithii	Wire-tailed Swallow
Acrocephalus orientalis	Oriental Reed-Warbler
Ephippiorhynchus asiaticus	Black-necked Stork
Polyplectron chalcurum	Bronze-tailed Peacock-Pheasant
Zapornia bicolor	Black-tailed Crake
Schoeniparus castaneceps	Rufous-winged Fulvetta
Falco subbuteo	Eurasian Hobby
Heterophasia picaoides	Long-tailed Sibia
Rallina eurizonoides	Slaty-legged Crake
Dinopium javanense/Chrysocolaptes guttacristatus	Common/Greater Flameback
Motacilla maderaspatensis	White-browed Wagtail
Periparus rufonuchalis	Black-breasted Tit
Trochalopteron affine	Black-faced Laughingthrush
Pellorneum tickelli	Buff-breasted Babbler
Cyanoderma ruficeps	Rufous-capped Babbler
Turdus boulboul	Gray-winged Blackbird
Phylloscopus trochiloides/plumbeitarsus	Greenish/Two-barred Warbler
Prunella atrogularis	Black-throated Accentor
Ammomanes deserti	Desert Lark
Turdinus abbotti	Abbott's Babbler
Sterna acuticauda	Black-bellied Tern
Apus apus	Common Swift
Phylloscopus reguloides	Blyth's Leaf Warbler
Columba elphinstonii	Nilgiri Wood-Pigeon
Fregata ariel	Lesser Frigatebird
Oceanodroma monorhis	Swinhoe's Storm-Petrel
Passer hispaniolensis	Spanish Sparrow
Treron curvirostra	Thick-billed Pigeon
Culicicapa ceylonensis	Gray-headed Canary-Flycatcher
Pavo cristatus	Indian Peafowl
Picus canus	Gray-headed Woodpecker
Carpodacus rubicilloides	Streaked Rosefinch
Circus spilonotus	Eastern Marsh-Harrier
Acrocephalus agricola/dumetorum	Paddyfield/Blyth's Reed-Warbler
Salpornis spilonotus	Indian Spotted-Creeper
Saxicola ferreus	Gray Bushchat
Anthracoceros albirostris	Oriental Pied-Hornbill
Delichon nipalense	Nepal House-Martin
Mycerobas icterioides	Black-and-yellow Grosbeak
Gallinago solitaria	Solitary Snipe
Cypsiurus balasiensis	Asian Palm-Swift
Pinicola subhimachala	Crimson-browed Finch
Pteruthius aeralatus	Blyth's Shrike-Babbler
Aerodramus fuciphagus	White-nest Swiftlet
Dendrocopos himalayensis	Himalayan Woodpecker
Ianthocincla caerulata	Gray-sided Laughingthrush
Cursorius coromandelicus	Indian Courser
Lonchura striata	White-rumped Munia
Gypaetus barbatus	Lammergeier
Anthus roseatus	Rosy Pipit
Gallinula chloropus/galeata	Eurasian Moorhen/Common Gallinule
Anorrhinus austeni	Brown Hornbill
Pellorneum ruficeps	Puff-throated Babbler
Tringa glareola	Wood Sandpiper
Carpodacus erythrinus	Common Rosefinch
Ichthyophaga humilis/ichthyaetus	Lesser/Gray-headed Fish-Eagle
Stachyris nigriceps	Gray-throated Babbler
Myophonus horsfieldii	Malabar Whistling-Thrush
Cyornis rubeculoides	Blue-throated Flycatcher
Merops persicus/philippinus	Blue-cheeked/Blue-tailed Bee-eater
Lanius sp.	shrike sp.
Pycnonotus cafer/jocosus	Red-vented/Red-whiskered Bulbul
Ketupa flavipes	Tawny Fish-Owl
Dendrocitta bayleii	Andaman Treepie
Calliope calliope	Siberian Rubythroat
Apus sp.	Apus sp.
Strix nivicolum	Himalayan Owl
Turdoides affinis	Yellow-billed Babbler
Ichthyophaga humilis	Lesser Fish-Eagle
Asarcornis scutulata	White-winged Duck
Chelidorhynx hypoxantha	Yellow-bellied Fairy-Fantail
Anthus hodgsoni	Olive-backed Pipit
Anas falcata	Falcated Duck
Iduna aedon	Thick-billed Warbler
Aviceda jerdoni	Jerdon's Baza
Caprimulgus affinis	Savanna Nightjar
Pericrocotus erythropygius	White-bellied Minivet
Surniculus lugubris	Square-tailed Drongo-Cuckoo
Anthus sylvanus	Upland Pipit
Pomatorhinus ruficollis	Streak-breasted Scimitar-Babbler
Calonectris diomedea	Cory's Shearwater
Arborophila mandellii	Chestnut-breasted Partridge
Ficedula nigrorufa	Black-and-rufous Flycatcher
Phaethon aethereus	Red-billed Tropicbird
Fringilla montifringilla	Brambling
Accipiter nisus	Eurasian Sparrowhawk
Alcippe poioicephala	Brown-cheeked Fulvetta
Coracias benghalensis	Indian Roller
Marmaronetta angustirostris	Marbled Teal
Surniculus dicruroides	Fork-tailed Drongo-Cuckoo
Dicrurus caerulescens	White-bellied Drongo
Chlamydotis macqueenii	Macqueen's Bustard
Gampsorhynchus rufulus	White-hooded Babbler
Locustella naevia	Common Grasshopper-Warbler
Dicrurus aeneus	Bronzed Drongo
Arachnothera sp.	spiderhunter sp.
Otus spilocephalus	Mountain Scops-Owl
Charadriidae sp.	plover sp.
Fulvetta manipurensis	Streak-throated Fulvetta
Threskiornis melanocephalus	Black-headed Ibis
Rallus aquaticus	Water Rail
Rhopocichla atriceps	Dark-fronted Babbler
Caprimulgus asiaticus	Indian Nightjar
Pycnonotus gularis	Flame-throated Bulbul
Anas albogularis	Andaman Teal
Dendrocygna bicolor	Fulvous Whistling-Duck
Hypsipetes virescens	Nicobar Bulbul
Cyornis sp.	blue-flycatcher sp.
Liocichla phoenicea	Red-faced Liocichla
Charadriiformes sp.	shorebird sp.
Ardenna pacifica	Wedge-tailed Shearwater
Phalacrocorax carbo	Great Cormorant
Halcyon coromanda	Ruddy Kingfisher
Schoeniparus cinereus	Yellow-throated Fulvetta
Leptoptilos javanicus	Lesser Adjutant
Phylloscopus affinis	Tickell's Leaf Warbler
Phalaropus fulicarius	Red Phalarope
Prunella strophiata	Rufous-breasted Accentor
Nisaetus sp.	Nisaetus sp.
Cygnus atratus	Black Swan
Podicipedidae sp.	grebe sp.
Pucrasia macrolopha	Koklass Pheasant
Carpodacus nipalensis	Dark-breasted Rosefinch
Tarsiger rufilatus	Himalayan Bluetail
Phylloscopus magnirostris	Large-billed Leaf Warbler
Brachypteryx albiventris	White-bellied Shortwing
Tesia cyaniventer	Gray-bellied Tesia
Acridotheres sp. (black myna sp.)	black myna sp.
Stercorarius pomarinus/parasiticus	Pomarine/Parasitic Jaeger
Psittiparus gularis	Gray-headed Parrotbill
Treron sphenurus	Wedge-tailed Pigeon
Anas acuta	Northern Pintail
Phoeniconaias minor	Lesser Flamingo
Milvus migrans	Black Kite
Bucerotidae sp.	hornbill sp.
Gelochelidon nilotica	Gull-billed Tern
Prinia buchanani	Rufous-fronted Prinia
Anser indicus	Bar-headed Goose
Schoenicola platyurus	Broad-tailed Grassbird
Anas clypeata	Northern Shoveler
Amandava amandava	Red Avadavat
Cecropis striolata	Striated Swallow
Stachyris humei	Blackish-breasted Babbler
Gallinago gallinago/stenura	Common/Pin-tailed Snipe
Recurvirostra avosetta	Pied Avocet
Zapornia fusca	Ruddy-breasted Crake
Rhipidura sp.	fantail sp.
Anthus spinoletta	Water Pipit
Hierococcyx nisicolor	Hodgson's Hawk-Cuckoo
Acridotheres tristis	Common Myna
Burhinus oedicnemus	Eurasian Thick-knee
Gallirallus striatus	Slaty-breasted Rail
Ianthocincla delesserti	Wynaad Laughingthrush
Ciconia sp.	Ciconia sp.
Sterna repressa	White-cheeked Tern
Calidris subruficollis	Buff-breasted Sandpiper
Pericrocotus sp.	minivet sp.
Anser anser	Graylag Goose
Chalcoparia singalensis	Ruby-cheeked Sunbird
Cutia nipalensis	Himalayan Cutia
Psilopogon lineatus	Lineated Barbet
Scolopacidae sp.	Scolopacidae sp.
Athene noctua	Little Owl
Alcedo meninting	Blue-eared Kingfisher
Alophoixus flaveolus	White-throated Bulbul
Cuculus poliocephalus	Lesser Cuckoo
Cettia brunnifrons	Gray-sided Bush-Warbler
Nisaetus nipalensis	Mountain Hawk-Eagle
Oriolus sp.	old world oriole sp.
Lymnocryptes minimus	Jack Snipe
Dicrurus remifer	Lesser Racket-tailed Drongo
Motacilla citreola	Citrine Wagtail
Horornis fortipes/acanthizoides	Brownish-flanked/Yellowish-bellied Bush-Warbler
Carpodacus pulcherrimus	Himalayan Beautiful Rosefinch
Dicaeum minullum	Plain Flowerpecker
Synoicus chinensis	Blue-breasted Quail
Microhierax caerulescens	Collared Falconet
Circus pygargus	Montagu's Harrier
Charadrius asiaticus	Caspian Plover
Anhinga melanogaster	Oriental Darter
Calonectris leucomelas	Streaked Shearwater
Ficedula ruficauda	Rusty-tailed Flycatcher
Paridae sp.	Parid sp.
Aethopyga nipalensis	Green-tailed Sunbird
Francolinus pictus	Painted Francolin
Megaceryle lugubris	Crested Kingfisher
Bubo bengalensis	Rock Eagle-Owl
Ciconia nigra	Black Stork
Lanius phoenicuroides/isabellinus	Red-tailed/Isabelline Shrike
Aquila chrysaetos	Golden Eagle
Pomatorhinus sp.	Pomatorhinus sp.
Chloropsis hardwickii	Orange-bellied Leafbird
Pomatorhinus ferruginosus	Coral-billed Scimitar-Babbler
Turdoides malcolmi	Large Gray Babbler
Turdoides caudata	Common Babbler
Sitta nagaensis	Chestnut-vented Nuthatch
Phylloscopus collybita	Common Chiffchaff
Anthus campestris	Tawny Pipit
Dromas ardeola	Crab Plover
Turdinus brevicaudatus	Streaked Wren-Babbler
Merops persicus	Blue-cheeked Bee-eater
Tadorna ferruginea	Ruddy Shelduck
Trochalopteron austeni	Brown-capped Laughingthrush
Phylloscopus tytleri	Tytler's Leaf Warbler
Plegadis falcinellus	Glossy Ibis
Sterna hirundo	Common Tern
Aquila fasciata	Bonelli's Eagle
Copsychus albiventris	Andaman Shama
Charadrius mongolus/leschenaultii	Lesser/Greater Sand-Plover
Gallinago stenura	Pin-tailed Snipe
Periparus ater	Coal Tit
Grammatoptila striata	Striated Laughingthrush
Terpsiphone paradisi	Indian Paradise-Flycatcher
Chlidonias sp.	Chlidonias sp.
Pycnonotus flavescens	Flavescent Bulbul
Calliope pectardens	Firethroat
Copsychus fulicatus	Indian Robin
Numenius phaeopus/arquata	Whimbrel/Eurasian Curlew
Zoothera salimalii	Himalayan Thrush
Cinnyris jugularis	Olive-backed Sunbird
Coracina macei	Large Cuckooshrike
Cettia castaneocoronata	Chestnut-headed Tesia
Vanellus vanellus	Northern Lapwing
Emberiza schoeniclus	Reed Bunting
Blythipicus pyrrhotis	Bay Woodpecker
Dicrurus macrocercus	Black Drongo
Ardea insignis	White-bellied Heron
Niltava grandis	Large Niltava
Oceanodroma sp.	Oceanodroma sp.
Ciconia ciconia	White Stork
Acridotheres fuscus	Jungle Myna
Phylloscopus pulcher	Buff-barred Warbler
Emberiza buchanani	Gray-hooded Bunting
Merops orientalis	Green Bee-eater
Caprimulgus indicus	Jungle Nightjar
Aegithina tiphia/nigrolutea	Common/White-tailed Iora
Pycnonotus flaviventris	Black-crested Bulbul
Phylloscopus sp.	Phylloscopus sp.
Turdus obscurus	Eyebrowed Thrush
Chrysomma altirostre	Jerdon's Babbler
Zoothera neilgherriensis	Nilgiri Thrush
Alectoris chukar	Chukar
Charadrius leschenaultii	Greater Sand-Plover
SCIENTIFIC NAME	COMMON NAME
Aegithalos niveogularis	White-throated Tit
Centropus andamanensis	Andaman Coucal
Chlidonias hybrida	Whiskered Tern
Pterocles indicus	Painted Sandgrouse
Emberiza aureola	Yellow-breasted Bunting
Xema sabini	Sabine's Gull
Myophonus caeruleus	Blue Whistling-Thrush
Streptopelia sp.	Streptopelia sp.
Butorides striata	Striated Heron
Prinia gracilis	Graceful Prinia
Delichon urbicum	Common House-Martin
Anas strepera	Gadwall
Vanellus malabaricus	Yellow-wattled Lapwing
Accipitridae sp. (eagle sp.)	eagle sp.
Trochalopteron cachinnans	Black-chinned Laughingthrush
Surniculus dicruroides/lugubris	Fork-tailed/Square-tailed Drongo-Cuckoo
Riparia diluta	Pale Sand Martin
Alauda arvensis	Eurasian Skylark
Prinia burnesii	Rufous-vented Prinia
Egretta garzetta	Little Egret
Cinclidium frontale	Blue-fronted Robin
Emberiza bruniceps	Red-headed Bunting
Oriolus oriolus/kundoo	Eurasian/Indian Golden Oriole
Trochalopteron lineatum	Streaked Laughingthrush
Dendrocopos macei	Fulvous-breasted Woodpecker
Charadrius sp.	small plover sp.
Calidris sp. (peep sp.)	peep sp.
Anas penelope	Eurasian Wigeon
Ixobrychus flavicollis	Black Bittern
Sitta yunnanensis	Yunnan Nuthatch
Sterna sumatrana	Black-naped Tern
Phoenicurus frontalis	Blue-fronted Redstart
Sylvia minula	Desert Whitethroat
Calidris melanotos	Pectoral Sandpiper
Progne sp.	martin sp.
Geokichla citrina	Orange-headed Thrush
Tachybaptus ruficollis	Little Grebe
Psittacula krameri	Rose-ringed Parakeet
Lanius meridionalis	Southern Gray Shrike
Carpodacus rubescens	Blanford's Rosefinch
Ammomanes phoenicura	Rufous-tailed Lark
Cisticola sp.	cisticola sp.
Ianthocincla galbana	Yellow-throated Laughingthrush
Phodilus assimilis	Sri Lanka Bay-Owl
Onychoprion fuscatus/anaethetus	Sooty/Bridled Tern
Turdus sp.	Turdus sp.
Lioparus chrysotis	Golden-breasted Fulvetta
Columba punicea	Pale-capped Pigeon
Halcyon smyrnensis	White-throated Kingfisher
Anser serrirostris	Tundra Bean-Goose
Nisaetus limnaeetus	Changeable Hawk-Eagle
Abroscopus albogularis	Rufous-faced Warbler
Cacomantis sp.	Cacomantis sp.
Ceyx erithaca	Black-backed Dwarf-Kingfisher
Certhia hodgsoni	Hodgson's Treecreeper
Melanocorypha maxima	Tibetan Lark
Garrulax merulinus	Spot-breasted Laughingthrush
Phylloscopus borealis	Arctic Warbler
Dendrocitta frontalis	Collared Treepie
Oenanthe sp.	wheatear sp.
Tyto deroepstorffi	Andaman Masked-Owl
Phodilus badius	Oriental Bay-Owl
Phylloscopus nitidus	Green Warbler
Tetraogallus tibetanus	Tibetan Snowcock
Falco chicquera	Red-necked Falcon
Thalasseus bergii	Great Crested Tern
Pycnonotus leucotis	White-eared Bulbul
Pseudibis papillosa	Red-naped Ibis
Prionochilus/Dicaeum sp.	flowerpecker sp.
Brachypteryx leucophris	Lesser Shortwing
Leptopoecile sophiae	White-browed Tit-Warbler
Columbidae sp.	pigeon/dove sp.
Callacanthis burtoni	Spectacled Finch
Picus chlorolophus/flavinucha	Lesser/Greater Yellownape
Iole indica	Yellow-browed Bulbul
Melanochlora sultanea	Sultan Tit
Tockus sp.	Tockus sp.
Rhipidura albogularis	Spot-breasted Fantail
Trochalopteron virgatum	Striped Laughingthrush
Ardeola sp.	pond-heron sp.
Coracina dobsoni	Andaman Cuckooshrike
Himantopus himantopus	Black-winged Stilt
Charadrius placidus	Long-billed Plover
Aythya sp.	Aythya sp.
Columba leuconota	Snow Pigeon
Nycticorax nycticorax	Black-crowned Night-Heron
Oenanthe isabellina	Isabelline Wheatear
Phoenicurus coeruleocephala	Blue-capped Redstart
Zoothera dauma	Scaly Thrush
Dendrocygna sp.	whistling-duck sp.
Psilopogon sp.	Psilopogon sp.
Riparia sp.	Riparia sp.
Thalasseus sandvicensis	Sandwich Tern
Cinnyris lotenius	Long-billed Sunbird
Oenanthe picata	Variable Wheatear
Apodidae sp. (small swift sp.)	small swift sp.
Enicurus scouleri	Little Forktail
Burhinus indicus	Indian Thick-knee
Iduna rama	Sykes's Warbler
Trochalopteron variegatum	Variegated Laughingthrush
Haliaeetus leucogaster	White-bellied Sea-Eagle
Cissa chinensis	Common Green-Magpie
Zoothera sp.	Zoothera sp.
Haematospiza sipahi	Scarlet Finch
Ianthocincla pectoralis	Greater Necklaced Laughingthrush
Anser albifrons	Greater White-fronted Goose
Monticola sp.	rock-thrush sp.
Psittacula columboides	Malabar Parakeet
Cyanoptila cyanomelana	Blue-and-white Flycatcher
Aerodramus brevirostris	Himalayan Swiftlet
Cercomela fusca	Indian Chat
Mirafra affinis	Jerdon's Bushlark
Calidris alpina	Dunlin
